MRUN,n_oportunidades,n_supera,n_supera_con_empate,mejor_puntaje,mejor_margen,tiene_alternativa,estado3,n_preferencias,n_carreras_distintas,DEP_NOMBRE,CLEC_MAX,MATE1_MAX,ptje_obligatorias,decil,grupo_hipotesis
229089,55,41,41,528.3,132.7,True,Con alternativa alcanzable,10,7,Part. Subvencionado,583,508,545.5,5,Otro
229811,1,0,0,866.7,-44.59999999999991,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,823,923,873.0,2,Otro
230697,1,0,0,748.6,-162.69999999999993,False,"Con candidatos, sin alcanzar",9,2,Part. Subvencionado,690,807,748.5,1,Otro
231715,28,28,28,759.4,356.74999999999994,True,Con alternativa alcanzable,1,1,Municipal,795,648,721.5,3,Publico
232618,69,59,59,657.7,283.00000000000006,True,Con alternativa alcanzable,5,5,Municipal,500,539,519.5,4,Publico
234169,1,0,0,691.2,-220.0999999999999,False,"Con candidatos, sin alcanzar",11,2,Part. Subvencionado,590,699,644.5,99,Otro
237534,11,10,10,581.3,226.69999999999993,True,Con alternativa alcanzable,1,1,Part. Subvencionado,576,539,557.5,8,Otro
238159,3,2,2,582.05,118.19999999999993,True,Con alternativa alcanzable,3,3,Part. Subvencionado,597,660,628.5,99,Otro
238246,1,0,0,821.6,-89.69999999999993,False,"Con candidatos, sin alcanzar",12,2,Part. Subvencionado,794,807,800.5,3,Otro
238686,40,39,39,638.65,255.29999999999995,True,Con alternativa alcanzable,2,2,Part. Subvencionado,597,690,643.5,8,Otro
239158,28,28,28,673.2,286.6,True,Con alternativa alcanzable,1,1,Municipal,538,447,492.5,2,Publico
239159,1,0,0,817.9,-93.39999999999998,False,"Con candidatos, sin alcanzar",4,2,Part. Pagado,710,923,816.5,9,Part. Pagado
239658,28,28,28,550.8,144.90000000000003,True,Con alternativa alcanzable,3,2,Part. Subvencionado,567,601,584.0,1,Otro
239968,6,6,6,513.3,89.99999999999994,True,Con alternativa alcanzable,5,5,Part. Subvencionado,410,502,456.0,1,Otro
245969,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,440,516,478.0,3,Otro
246355,10,4,4,544.6,100.0,True,Con alternativa alcanzable,10,4,Corp. Municipal,397,553,475.0,99,Publico
247563,1,0,0,732.4,-178.89999999999998,False,"Con candidatos, sin alcanzar",16,4,Part. Pagado,710,682,696.0,1,Part. Pagado
247775,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,782,690,736.0,8,Publico
247809,1,0,0,860.1,-51.19999999999993,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,823,861,842.0,3,Otro
249202,1,1,1,523.05,93.64999999999998,True,Con alternativa alcanzable,2,2,Part. Subvencionado,440,601,520.5,2,Otro
250048,17,16,16,663.35,263.20000000000005,True,Con alternativa alcanzable,20,17,Part. Subvencionado,576,660,618.0,8,Otro
250380,21,12,12,468.3,82.30000000000001,True,Con alternativa alcanzable,3,3,Part. Subvencionado,387,516,451.5,5,Otro
250642,1,0,0,527.9,-383.4,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,557,570,563.5,2,Otro
250781,4,4,4,592.4,154.59999999999997,True,Con alternativa alcanzable,1,1,Part. Subvencionado,500,553,526.5,5,Otro
255211,11,10,10,557.4,200.29999999999995,True,Con alternativa alcanzable,1,1,Part. Subvencionado,583,557,570.0,99,Otro
256405,42,36,36,663.4,288.7,True,Con alternativa alcanzable,5,3,Part. Subvencionado,555,539,547.0,99,Otro
256616,40,25,25,510.5,128.8,True,Con alternativa alcanzable,11,6,Part. Subvencionado,477,421,449.0,1,Otro
257276,17,9,9,564.3,169.09999999999997,True,Con alternativa alcanzable,9,7,Part. Subvencionado,387,380,383.5,99,Otro
257691,0,0,0,,,False,Sin candidatos evaluables,1,1,Corp. Municipal,410,421,415.5,9,Publico
257733,28,28,28,867.4,480.79999999999995,True,Con alternativa alcanzable,1,1,Part. Subvencionado,740,508,624.0,9,Otro
258493,8,8,8,561.9,158.7,True,Con alternativa alcanzable,5,5,Part. Subvencionado,511,553,532.0,9,Otro
259038,8,5,5,640.8,193.19999999999993,True,Con alternativa alcanzable,9,4,Municipal,525,579,552.0,1,Publico
259279,6,4,4,807.4,245.89999999999998,True,Con alternativa alcanzable,4,2,Part. Subvencionado,690,618,654.0,7,Otro
263535,8,8,8,595.9,183.89999999999998,True,Con alternativa alcanzable,4,4,SLEP,397,579,488.0,99,Publico
265018,8,7,7,544.4,89.69999999999999,True,Con alternativa alcanzable,8,3,Part. Subvencionado,576,502,539.0,2,Otro
265447,1,0,0,771.5,-139.79999999999995,False,"Con candidatos, sin alcanzar",20,2,Municipal,690,793,741.5,2,Publico
267327,117,88,88,604.5,241.60000000000002,True,Con alternativa alcanzable,20,13,Corp. Adm. Delegada,500,518,509.0,7,Otro
268597,23,20,20,537.9,170.2,True,Con alternativa alcanzable,2,2,Part. Subvencionado,477,486,481.5,2,Otro
272212,45,7,7,439.9,48.099999999999966,True,Con alternativa alcanzable,13,10,Part. Subvencionado,440,365,402.5,3,Otro
273134,18,17,17,705.8,325.69999999999993,True,Con alternativa alcanzable,3,3,Part. Pagado,634,595,614.5,99,Part. Pagado
273485,49,28,28,566.0,191.3,True,Con alternativa alcanzable,4,4,Part. Subvencionado,467,474,470.5,9,Otro
274040,1,0,0,850.8,-60.5,False,"Con candidatos, sin alcanzar",5,1,Part. Pagado,808,861,834.5,10,Part. Pagado
275152,16,16,16,793.6,398.40000000000003,True,Con alternativa alcanzable,2,1,Part. Pagado,682,579,630.5,1,Part. Pagado
275441,3,3,3,580.7,143.0,True,Con alternativa alcanzable,2,2,Part. Pagado,583,486,534.5,99,Part. Pagado
276378,0,0,0,,,False,Sin candidatos evaluables,3,3,SLEP,484,0,242.0,4,Publico
276738,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,771,942,856.5,99,Part. Pagado
277169,13,11,11,634.8,271.9,True,Con alternativa alcanzable,11,8,SLEP,650,539,594.5,4,Publico
277560,18,18,18,697.2,315.50000000000006,True,Con alternativa alcanzable,1,1,Part. Subvencionado,680,648,664.0,99,Otro
279093,14,14,14,778.1,333.65,True,Con alternativa alcanzable,3,2,Corp. Municipal,782,923,852.5,7,Publico
280317,1,0,0,728.0,-183.29999999999995,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,634,682,658.0,1,Otro
281460,1,0,0,826.0,-85.29999999999995,False,"Con candidatos, sin alcanzar",14,3,Part. Pagado,715,923,819.0,99,Part. Pagado
284912,1,0,0,653.8,-257.5,False,"Con candidatos, sin alcanzar",4,2,Part. Subvencionado,687,699,693.0,9,Otro
285989,11,10,10,663.9,309.29999999999995,True,Con alternativa alcanzable,3,1,Part. Subvencionado,567,462,514.5,5,Otro
288272,97,68,68,540.6,177.70000000000005,True,Con alternativa alcanzable,20,16,,555,539,547.0,7,Otro
288845,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,597,609,603.0,8,Otro
290735,11,10,10,769.7,406.80000000000007,True,Con alternativa alcanzable,5,4,Part. Subvencionado,740,710,725.0,1,Otro
292397,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,567,446,506.5,1,Otro
293155,1,0,0,881.0,-30.299999999999955,False,"Con candidatos, sin alcanzar",20,2,Part. Subvencionado,878,923,900.5,6,Otro
293606,1,0,0,850.4,-60.89999999999998,False,"Con candidatos, sin alcanzar",10,1,Part. Subvencionado,841,861,851.0,99,Otro
294720,35,32,32,680.1,278.70000000000005,True,Con alternativa alcanzable,10,10,SLEP,471,519,495.0,99,Publico
294863,3,3,3,687.9,252.09999999999997,True,Con alternativa alcanzable,1,1,Part. Subvencionado,663,579,621.0,2,Otro
295947,1,0,0,630.0,-281.29999999999995,False,"Con candidatos, sin alcanzar",1,1,Corp. Municipal,671,503,587.0,99,Publico
296373,12,8,8,564.4,109.59999999999997,True,Con alternativa alcanzable,4,4,Municipal,350,412,381.0,1,Publico
298224,8,6,6,660.1,297.20000000000005,True,Con alternativa alcanzable,2,1,Part. Subvencionado,492,516,504.0,1,Otro
299812,6,6,6,594.4,82.30000000000001,True,Con alternativa alcanzable,2,2,SLEP,440,495,467.5,7,Publico
302546,1,0,0,746.3,-165.0,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,619,824,721.5,99,Otro
303602,0,0,0,,,False,Sin candidatos evaluables,2,2,SLEP,477,553,515.0,99,Publico
304086,4,4,4,571.05,141.64999999999998,True,Con alternativa alcanzable,7,6,Municipal,410,508,459.0,1,Publico
304159,18,15,15,542.0,138.34999999999997,True,Con alternativa alcanzable,1,1,Part. Pagado,492,618,555.0,9,Part. Pagado
304197,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Pagado,596,915,755.5,10,Part. Pagado
305723,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,511,460,485.5,99,Otro
307033,1,0,0,881.7,-29.59999999999991,False,"Con candidatos, sin alcanzar",5,1,Part. Pagado,841,948,894.5,10,Part. Pagado
308212,24,15,15,586.0,207.40000000000003,True,Con alternativa alcanzable,3,2,Part. Subvencionado,619,526,572.5,3,Otro
309755,7,0,0,370.65,-81.15000000000003,False,"Con candidatos, sin alcanzar",2,2,Part. Subvencionado,424,508,466.0,2,Otro
309791,1,0,0,711.0,-200.29999999999995,False,"Con candidatos, sin alcanzar",1,1,Part. Pagado,699,710,704.5,1,Part. Pagado
310200,37,19,19,496.4,82.60000000000002,True,Con alternativa alcanzable,6,5,Part. Subvencionado,477,595,536.0,7,Otro
310656,2,2,2,655.1,205.20000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,674,595,634.5,99,Otro
311443,1,0,0,851.6,-59.69999999999993,False,"Con candidatos, sin alcanzar",5,3,Part. Subvencionado,818,842,830.0,99,Otro
312297,28,25,25,541.6,155.0,True,Con alternativa alcanzable,2,1,Part. Subvencionado,484,412,448.0,8,Otro
313082,83,49,49,540.6,165.90000000000003,True,Con alternativa alcanzable,12,12,SLEP,440,502,471.0,1,Publico
313838,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,607,553,580.0,3,Otro
314067,53,41,41,597.0,222.3,True,Con alternativa alcanzable,8,4,Part. Subvencionado,492,631,561.5,3,Otro
315069,28,26,26,539.3,152.69999999999993,True,Con alternativa alcanzable,1,1,Corp. Municipal,511,495,503.0,99,Publico
316673,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,557,589,573.0,99,Otro
316680,2,1,1,522.0,32.44999999999999,True,Con alternativa alcanzable,6,6,Part. Subvencionado,455,421,438.0,99,Otro
317346,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,500,609,554.5,99,Publico
318316,28,28,28,758.25,354.95,True,Con alternativa alcanzable,1,1,Municipal,896,645,770.5,6,Publico
318678,2,0,0,413.1,-78.14999999999998,False,"Con candidatos, sin alcanzar",3,3,SLEP,540,486,513.0,1,Publico
319331,3,3,3,655.5,190.60000000000002,True,Con alternativa alcanzable,1,1,Part. Subvencionado,500,502,501.0,7,Otro
321491,2,2,2,663.5,217.05,True,Con alternativa alcanzable,1,1,Part. Subvencionado,647,634,640.5,99,Otro
325637,8,4,4,563.2,108.50000000000006,True,Con alternativa alcanzable,5,3,Municipal,397,460,428.5,1,Publico
328471,14,14,14,689.85,264.20000000000005,True,Con alternativa alcanzable,8,6,Part. Subvencionado,699,645,672.0,99,Otro
329542,77,2,2,407.8,9.600000000000023,True,Con alternativa alcanzable,15,12,Municipal,440,365,402.5,99,Publico
330483,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,682,1000,841.0,99,Otro
332435,19,19,19,646.0,206.09999999999997,True,Con alternativa alcanzable,4,4,Municipal,484,474,479.0,6,Publico
332772,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,725,880,802.5,99,Otro
336032,3,0,0,506.45,-16.899999999999977,False,"Con candidatos, sin alcanzar",5,2,Part. Subvencionado,607,460,533.5,4,Otro
336470,61,43,43,562.6,182.90000000000003,True,Con alternativa alcanzable,5,5,Corp. Municipal,650,516,583.0,4,Publico
336834,35,27,27,510.5,155.89999999999998,True,Con alternativa alcanzable,6,5,Part. Subvencionado,528,496,512.0,1,Otro
338184,18,14,14,588.6,208.5,True,Con alternativa alcanzable,1,1,Part. Subvencionado,477,495,486.0,6,Otro
338802,1,0,0,775.5,-135.79999999999995,False,"Con candidatos, sin alcanzar",9,1,Municipal,605,856,730.5,10,Publico
340102,1,0,0,800.3,-111.0,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,682,842,762.0,10,Otro
341595,53,25,25,512.8,115.60000000000002,True,Con alternativa alcanzable,4,4,Part. Subvencionado,502,570,536.0,8,Otro
341651,24,14,14,646.9,272.2,True,Con alternativa alcanzable,15,7,Part. Subvencionado,525,553,539.0,2,Otro
341687,9,8,8,543.4,41.200000000000045,True,Con alternativa alcanzable,5,3,Municipal,455,567,511.0,99,Publico
342790,1,0,0,721.1,-190.19999999999993,False,"Con candidatos, sin alcanzar",8,1,Municipal,710,699,704.5,3,Publico
344172,1,0,0,580.3,-331.0,False,"Con candidatos, sin alcanzar",3,1,SLEP,583,495,539.0,99,Publico
344504,49,37,37,542.4,159.7,True,Con alternativa alcanzable,9,8,Part. Subvencionado,576,526,551.0,99,Otro
346845,7,7,7,747.9,204.10000000000002,True,Con alternativa alcanzable,4,3,Municipal,511,508,509.5,3,Publico
347085,0,0,0,,,False,Sin candidatos evaluables,1,1,Corp. Adm. Delegada,500,567,533.5,7,Otro
348958,11,10,10,527.0,172.39999999999998,True,Con alternativa alcanzable,1,1,Corp. Adm. Delegada,467,502,484.5,5,Otro
349311,46,29,29,628.0,253.3,True,Con alternativa alcanzable,12,7,Municipal,467,495,481.0,2,Publico
350673,2,2,2,611.7,210.50000000000006,True,Con alternativa alcanzable,3,3,Corp. Adm. Delegada,583,495,539.0,99,Otro
351893,18,18,18,848.3,468.19999999999993,True,Con alternativa alcanzable,1,1,Part. Subvencionado,823,807,815.0,99,Otro
351941,29,26,26,674.5,294.4,True,Con alternativa alcanzable,3,3,Part. Subvencionado,376,516,446.0,1,Otro
352096,37,24,24,502.3,107.19999999999999,True,Con alternativa alcanzable,5,2,SLEP,525,502,513.5,99,Publico
353840,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,634,699,666.5,5,Otro
356673,1,0,0,821.1,-90.19999999999993,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,808,807,807.5,6,Otro
357175,1,0,0,489.5,-43.14999999999998,False,"Con candidatos, sin alcanzar",4,3,Municipal,746,723,734.5,99,Publico
358059,4,2,2,618.1,98.60000000000002,True,Con alternativa alcanzable,7,3,Part. Subvencionado,511,508,509.5,6,Otro
359127,4,4,4,607.0,169.2,True,Con alternativa alcanzable,4,4,Part. Subvencionado,576,486,531.0,99,Otro
359128,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,674,738,706.0,10,Otro
361025,29,25,25,624.2,214.10000000000002,True,Con alternativa alcanzable,11,11,Part. Subvencionado,397,526,461.5,99,Otro
362763,2,2,2,616.65,145.89999999999998,True,Con alternativa alcanzable,1,1,Part. Subvencionado,782,660,721.0,2,Otro
362938,37,15,16,520.05,80.99999999999994,True,Con alternativa alcanzable,4,4,Part. Subvencionado,650,495,572.5,99,Otro
363907,21,9,9,639.5,264.8,True,Con alternativa alcanzable,2,2,Municipal,446,529,487.5,99,Publico
364369,3,3,3,547.45,106.05000000000007,True,Con alternativa alcanzable,4,3,Municipal,492,682,587.0,3,Publico
365372,30,8,8,484.6,109.90000000000003,True,Con alternativa alcanzable,7,5,Municipal,410,474,442.0,99,Publico
367686,11,10,10,600.0,245.39999999999998,True,Con alternativa alcanzable,2,1,Municipal,484,421,452.5,3,Publico
368625,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,690,567,628.5,4,Otro
368793,111,107,107,708.9,354.29999999999995,True,Con alternativa alcanzable,11,8,Corp. Municipal,567,516,541.5,5,Publico
369323,2,2,2,561.3,26.799999999999955,True,Con alternativa alcanzable,1,1,SLEP,484,403,443.5,4,Publico
371112,1,0,0,788.2,-123.09999999999991,False,"Con candidatos, sin alcanzar",7,1,Part. Subvencionado,841,779,810.0,8,Otro
372692,1,0,0,625.8,-285.5,False,"Con candidatos, sin alcanzar",3,1,SLEP,650,618,634.0,99,Publico
373075,4,4,4,635.9,140.59999999999997,True,Con alternativa alcanzable,5,5,Part. Subvencionado,410,412,411.0,1,Otro
373319,12,9,9,571.6,101.19999999999999,True,Con alternativa alcanzable,3,3,Part. Subvencionado,525,539,532.0,3,Otro
373393,10,2,2,478.2,43.30000000000001,True,Con alternativa alcanzable,7,7,SLEP,410,412,411.0,9,Publico
373502,24,10,10,575.8,201.09999999999997,True,Con alternativa alcanzable,3,3,Part. Subvencionado,467,446,456.5,99,Otro
376828,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,484,502,493.0,8,Otro
377595,7,7,7,593.4,138.7,True,Con alternativa alcanzable,6,4,Municipal,430,502,466.0,6,Publico
378826,15,14,14,607.6,253.0,True,Con alternativa alcanzable,2,2,Municipal,440,460,450.0,8,Publico
379097,18,18,18,632.1,222.0,True,Con alternativa alcanzable,1,1,Municipal,511,518,514.5,8,Publico
379246,26,25,25,743.6,368.90000000000003,True,Con alternativa alcanzable,3,2,Part. Pagado,634,690,662.0,7,Part. Pagado
379307,10,10,10,673.1,275.70000000000005,True,Con alternativa alcanzable,4,4,Part. Subvencionado,597,460,528.5,99,Otro
379468,1,0,0,574.6,-336.69999999999993,False,"Con candidatos, sin alcanzar",1,1,SLEP,492,516,504.0,2,Publico
379508,1,0,0,839.4,-71.89999999999998,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,782,900,841.0,99,Otro
380884,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,688,767,727.5,99,Publico
381062,7,0,0,469.4,-9.299999999999955,False,"Con candidatos, sin alcanzar",7,6,SLEP,484,474,479.0,1,Publico
381545,36,33,33,584.7,203.00000000000006,True,Con alternativa alcanzable,2,2,Part. Subvencionado,583,539,561.0,7,Otro
381966,8,8,8,597.4,152.79999999999995,True,Con alternativa alcanzable,6,4,Part. Subvencionado,590,526,558.0,1,Otro
382420,28,18,18,642.9,268.2,True,Con alternativa alcanzable,5,3,Municipal,555,486,520.5,3,Publico
385891,8,7,7,629.0,228.8,True,Con alternativa alcanzable,13,9,Part. Subvencionado,477,432,454.5,2,Otro
386283,5,4,4,705.4,175.60000000000002,True,Con alternativa alcanzable,4,1,Part. Subvencionado,617,582,599.5,4,Otro
387073,1,0,0,791.9,-119.39999999999998,False,"Con candidatos, sin alcanzar",20,3,Part. Subvencionado,782,793,787.5,99,Otro
388355,8,6,6,579.3,216.39999999999998,True,Con alternativa alcanzable,3,2,Part. Subvencionado,576,508,542.0,99,Otro
391124,18,15,15,578.1,196.40000000000003,True,Con alternativa alcanzable,2,2,Part. Subvencionado,492,601,546.5,99,Otro
393120,5,3,3,645.2,110.70000000000005,True,Con alternativa alcanzable,8,2,Part. Subvencionado,486,570,528.0,99,Otro
396511,23,20,20,666.5,298.8,True,Con alternativa alcanzable,3,2,Part. Subvencionado,500,502,501.0,99,Otro
398074,19,19,19,762.6,382.5,True,Con alternativa alcanzable,3,3,Municipal,596,634,615.0,99,Publico
398468,0,0,0,,,False,Sin candidatos evaluables,2,1,Part. Pagado,690,738,714.0,6,Part. Pagado
400429,23,18,18,575.7,195.60000000000002,True,Con alternativa alcanzable,5,2,Part. Subvencionado,597,516,556.5,5,Otro
402156,21,18,18,653.5,285.8,True,Con alternativa alcanzable,2,2,Part. Subvencionado,525,526,525.5,4,Otro
402362,1,0,0,566.3,-345.0,False,"Con candidatos, sin alcanzar",10,3,Part. Subvencionado,543,539,541.0,6,Otro
402443,2,1,1,509.4,28.799999999999955,True,Con alternativa alcanzable,1,1,Part. Subvencionado,528,662,595.0,99,Otro
404098,1,0,0,793.0,-118.29999999999995,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,715,839,777.0,99,Otro
404548,11,10,10,697.1,342.5,True,Con alternativa alcanzable,1,1,Part. Subvencionado,500,579,539.5,8,Otro
406499,3,2,2,576.7,130.25000000000006,True,Con alternativa alcanzable,4,4,Part. Subvencionado,682,753,717.5,99,Otro
407736,1,0,0,795.8,-115.5,False,"Con candidatos, sin alcanzar",20,2,Part. Subvencionado,770,793,781.5,4,Otro
408504,22,20,20,614.3,259.69999999999993,True,Con alternativa alcanzable,5,5,Part. Subvencionado,486,487,486.5,99,Otro
409604,20,20,20,750.0,352.2,True,Con alternativa alcanzable,20,12,Part. Pagado,590,780,685.0,1,Part. Pagado
410077,80,41,41,499.7,102.69999999999999,True,Con alternativa alcanzable,9,9,Part. Pagado,567,474,520.5,99,Part. Pagado
410205,69,50,50,569.1,214.5,True,Con alternativa alcanzable,8,5,Corp. Municipal,540,508,524.0,1,Publico
410492,22,21,21,771.5,396.8,True,Con alternativa alcanzable,6,4,Part. Subvencionado,674,516,595.0,5,Otro
411311,2,2,2,545.1,69.30000000000001,True,Con alternativa alcanzable,2,1,Corp. Municipal,576,460,518.0,99,Publico
411765,1,0,0,899.6,-11.699999999999932,False,"Con candidatos, sin alcanzar",3,1,Part. Pagado,860,923,891.5,5,Part. Pagado
413575,16,16,16,680.05,279.54999999999995,True,Con alternativa alcanzable,9,8,Part. Subvencionado,567,738,652.5,4,Otro
413579,20,18,18,618.8,264.19999999999993,True,Con alternativa alcanzable,8,4,Part. Subvencionado,397,516,456.5,1,Otro
413628,46,45,45,657.8,252.84999999999997,True,Con alternativa alcanzable,5,3,Part. Pagado,619,699,659.0,99,Part. Pagado
415306,18,17,17,713.2,303.1,True,Con alternativa alcanzable,7,2,Part. Subvencionado,376,460,418.0,7,Otro
415725,2,2,2,585.5,38.700000000000045,True,Con alternativa alcanzable,2,2,Corp. Municipal,440,403,421.5,9,Publico
416740,5,2,2,544.2,69.35000000000002,True,Con alternativa alcanzable,3,2,Part. Subvencionado,471,621,546.0,99,Otro
417844,8,6,6,678.2,315.30000000000007,True,Con alternativa alcanzable,5,2,Part. Subvencionado,634,699,666.5,99,Otro
